idProposicao;proposicaoTipo;ementa;dataApresentacao
2128075;Relatório Parcial;"Dipõe sobre os mecanismos de democracia direta, Anexo 1 - Anteprojeto de Lei que ""Institui novo marco legal para o exercício da soberania popular direta nos termos referidos no art. 14, incisos I a III, da Constituição Federal"". Anexo 2 - Anteprojeto de Resolução que ""Dá nova redação ao Capítulo I do Título VIII e promove alterações nos artigos 34, 139 e 142 do Regimento Interno da Câmara dos Deputados, dispondo sobre o regime especial de tramitação de projetos de lei de iniciativa popular"".";2017-04-04
2128077;Projeto de Lei;Altera a legislação tributária federal, para atualizar os valores expressos em reais na tabela do imposto de renda das pessoas físicas e as deduções legais.;2017-04-04
2128078;Projeto de Lei;Altera a Lei nº 9.394, de 1996, que estabelece as diretrizes e bases da educação nacional, para incluir, no ensino básico, o treinamento para prevenção de afogamentos e acidentes aquáticos.;2017-04-04
2128085;Projeto de Lei;Dispõe sobre a potência e o sistema irradiante das Rádios Comunitárias.;2017-04-04
2128086;Indicação;Sugere a transferência para o Município de Barra do Corda da Coordenação Regional da Funai no Estado do Maranhão e do Distrito Sanitário Especial Indígena (DSEI) do Maranhão.;2017-04-04
2128088;Requerimento;Solicita informações ao Sr. Ministro da Educação sobre o contingenciamento de R$ 4,3 Bilhões no Orçamento da Educação anunciado pelo Governo Federal.;2017-04-04
2128089;Requerimento;Solicita informações ao Sr. Ministro da Educação sobre a extinção do Programa Federal Ciências Sem Fronteiras;2017-04-04
2128090;Requerimento de Audiência Pública;Requer a realização de audiência pública para debater a comercialização e a propaganda de produtos de seguro pela internet.;2017-04-04
2128092;Requerimento de Audiência Pública;Requer nos termos regimentais convidar o Presidente da Fundação Nacional do Indio - FUNAI, Senhor Antonio Fernandes Toninho Costa, para em audiência pública, prestar esclarecimentos no âmbito desta Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural, sobre a atual situação da legislação aplicada pela FUNAI na autorização de concessão de financiamentos a empresas e produtores rurais em áreas limítrofes de terras indígenas.;2017-04-04
2128096;Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo;"""Susta a Portaria nº 56, de 27 de março de 2017, do Ministro Interino do Planejamento, Desenvolvimento e Gestão, publicada no Diário Oficial da União - Seção 1, do dia 29 de março de 2017"".";2017-04-04
2128098;Projeto de Lei Complementar;Altera a Lei Complementar nº 11, de 25 de maio de 1971, que Institui o Programa de Assistência ao Trabalhador Rural, para dispor sobre o serviço de Assistência Técnica e Extensão Rural e repasse de parte dos recursos do FUNRURAL para a Agência Nacional de Assistência Técnica e Extensão Rural - ANATER.;2017-04-04
2128101;Proposta de Emenda à Constituição;Dá nova redação ao caput do art. 101 da Constituição Federal para impedir o preenchimento de vaga no Supremo Tribunal Federal por candidato que tenha ocupado cargo de confiança durante o mandato do Presidente da República em exercício;2017-04-04
2128104;Requerimento de Apensação;Requer, nos termos regimentais, a tramitação conjunta do Projeto de Lei nº 7.057, de 2017, com o Projeto de Lei nº 4.968, de 2016.;2017-04-04
2128106;Requerimento de Audiência Pública;Requer a realização de uma Audiência Pública nesta Comissão de Ciência e Tecnologia, Comunicação e Informática, com a presença do Ministro de Estado da Ciência, Tecnologia, Inovações e Comunicações, para debater o andamento do Programa Espacial Brasileiro.;2017-04-04
2128107;Projeto de Lei;"Altera a Lei nº 11.738, de 16 de julho de 2008, que ""Regulamenta a alínea ""e"" do inciso III do caput do art. 60 do Ato das Disposições Constitucionais Transitórias, para instituir o piso salarial profissional nacional para os profissionais do magistério público da educação básica.""";2017-04-04
2128108;Requerimento de Audiência Pública;Requer a realização de Audiência Pública destinada a debater a importância das entidades filantrópicas nas áreas da educação, assistência social e saúde.;2017-04-04
2128109;Requerimento de Audiência Pública;Requer a realização de audiência pública com a presença do Senhor Deputado Osmar Terra, Ministro de Estado do Desenvolvimento Social e Agrário.O atual Ministro de Estado do Desenvolvimento Social e Agrário tem uma longa trajetória política em defesa da proteção da primeira infância. O ministério sob sua gestão está desenvolvendo um conjunto relevante de ações nessa direção.;2017-04-04
2128110;Requerimento de Sessão Solene;Requer a realização de Sessão Solene, no dia 30 de agosto, às 10h00, no Plenário Ulysses Guimarães, da  Câmara dos Deputados para debater o Perdão.;2017-04-04
2128111;Requerimento de Informação;Requer informações ao Ministro da Ciência, Tecnologia, Inovações e Comunicações sobre as receitas obtidas e as despesas realizadas pela Empresa Brasileira de Correios e Telégrafos - ECT no primeiro trimestre de 2017, bem como do balanço econômico financeiro da empresa no ano de 2016;2017-04-04
2128113;Requerimento;Requer Audiência pública para debater a Proposta de Emenda à Constituição nº 58/2011, de autoria do Dep. Jorge Silva e outros.  Convidados:   - Manoel Gonçalves Ferreira Filho (USP/SP)   - Elival da Silva Ramos (USP/SP)  e   - José Levi Mello do Amaral Junior (Secretário Executivo do Ministério da Justiça).;2017-04-04
2128114;Requerimento de Audiência Pública;Requer a realização de Audiência Pública destinada a debater a importância da religiosidade como fator de valorização cultural e de desenvolvimento socioeconômico.;2017-04-04
2128115;Requerimento;Requer Audiência pública para debater a Proposta de Emenda à Constituição nº 58/2011, de autoria do Dep. Jorge Silva e outros.  Convidados:   - Dr. Ives Gandra Martins (Jurista)  e  - Dr. José Miranda Siqueira (Advogado, Presidente da Adira - Associação Nacional da Cidadania pela vida-Brasil sem aborto).;2017-04-04
2128116;Requerimento;Requer realização de Audiência Pública para discutir as diretrizes operacionais de financiamento à Carcinicultura.;2017-04-04
2128117;Requerimento;Requer a realização de audiência pública para debater a situação da renegociação das dívidas dos produtores rurais atingidos pela estiagem na Região Nordeste.;2017-04-04
2128118;Requerimento;Requer Audiência pública para debater a Proposta de Emenda à Constituição nº 58/2011, de autoria do Dep. Jorge Silva e outros.  Convidados:   - Prof. Dr. Luis Fernando Barzotto (UFRGS)   - Prof Dr. Cláudio Freitas (UnB)    - Dom Sérgio da Rocha (Arcebispo de Brasília)  e   - Pator Silas Malafaia (Líder do Ministério Vitória em Cristo).;2017-04-04
2128119;Projeto de Lei;Altera a Lei nº 13.425, de 2017, que dispõe sobre a prevenção e combate a incêndio e a desastres em estabelecimentos, edificações e áreas de reunião de público, para dispor sobre a segurança de carros alegóricos em eventos recreativos e culturais.;2017-04-04
2128120;Requerimento de Constituição de Comissão Externa;Requer a instalação de Comissão Temporária Externa destinada a observar in loco a crise humanitária da Venezuela.;2017-04-04
2128121;Projeto de Lei;Altera a Consolidação das Leis do Trabalho (CLT), aprovada pelo Decreto-lei nº 5.452, de 1º de maio de 1943, para instituir a reserva de vagas para pessoas do sexo feminino nos postos de trabalho operacional das empresas de construção civil.;2017-04-04
2128126;Requerimento;Requer, no âmbito da Comissão de Minas e Energia,  visita técnica com vistas a acompanhar o Projeto Executivo do Gasoduto Sudoeste e visitar o percurso do Gasoduto da Empresa Bahiagás, entre a cidade de Ipiaú e Brumado, no Estado da Bahia.;2017-04-04
2128128;Projeto de Lei;Altera a Lei nº 7.210, de 11 de julho de 1984 - Lei de Execução Penal.;2017-04-04
2128129;Projeto de Lei;Confere o título de Capital Nacional do Ovo ao munícipio de Bastos, no Estado de São Paulo.;2017-04-04
2128130;Projeto de Lei Complementar;Modifica o cálculo dos coeficientes do Fundo de Participação dos Municípios, mediante inclusão do critério de proporcionalidade em relação à área rural.;2017-04-04
2128131;Requerimento de Sessão Solene;Nos termos do Art. 68 do Regimento Interno da Câmara dos Deputados, requeiro a Vossa Excelência, a realização de sessão solene desta Casa a ser realizada no dia 25 de maio de 2017 em Comemoração aos 5 anos do Código Florestal.;2017-04-04
2128132;Requerimento de Audiência Pública;Requer a realização de Audiência Pública para ouvir o Ministro de Minas e Energia, Sr. Fernando Coelho Filho sobre o Relatório referente à Ação de Fiscalização do TCU, TC 014.155/2016-8, apresentado na última reunião deliberativa desta Comissão no dia 29/03/17.;2017-04-04
2128133;Projeto de Lei;Dá nova redação ao art. 80 da Lei nº 9.472, de 16 de julho de 1997, para ampliar as condições de universalização dos serviços de telecomunicações no que tange às pessoas com deficiência.;2017-04-04
2128134;Projeto de Lei;Altera o inciso II do art. 10 da Lei nº 11.788, de 25 de setembro de 2008, para que a jornada de atividade em estágio não ultrapasse 6 (seis) horas diárias, 30 (trinta) horas semanais e 80% da jornada de trabalho da categoria profissional respectiva, no caso de estudantes do ensino superior, da educação profissional de nível médio e do ensino médio regular.;2017-04-04
2128135;Projeto de Lei;Altera o art. 121 do Decreto-Lei no 2.848, de 7 de dezembro de 1940 - Código Penal, para prever o LGBTcídio como circunstância qualificadora do crime de homicídio, e o art. 1o da Lei no 8.072, de 25 de julho de 1990, para incluir o LGBTcídio no rol dos crimes hediondos.;2017-04-04
2128136;Projeto de Lei;Altera a Lei nº 9.503, de 1997, para dispor sobre a aferição dos aparelhos e equipamentos utilizados pela autoridade de trânsito.;2017-04-04
2128137;Projeto de Lei;Modifica a redação do art. 132 da Lei nº 8.069, de 13 de julho de 1990.;2017-04-04
2128140;Requerimento;Requer a apresentação de projeto de resolução de autoria desta Comissão para alterar os arts 32, XII, e 254 do Regimento Interno da Câmara dos Deputados, para dispor sobre nova forma de participação dos cidadãos nos trabalhos legislativos;2017-04-04
2128144;Requerimento;Requer seja submetido à deliberação do Plenário desta douta Comissão de Educação o pedido de CONVITE ao Ministro da Educação, JOSÉ MENDONÇA BEZERRA FILHO.;2017-04-04
2128145;Requerimento de Informação;Solicita informação ao Sr. Ministro da Saúde sobre o descredenciamento do Hospital Regional de Assis para assistência de alta complexidade no tratamento do câncer.;2017-04-04
2128146;Projeto de Lei;Acrescenta dispositivo na Lei 12.587, de 03 de janeiro de 2012, para dispor sobre a prestação de serviço remunerado de transporte de passageiros por intermédio de aplicativo ou de qualquer serviço tecnológico;2017-04-04
2128149;Requerimento de Inclusão na Ordem do Dia;"Requer a inclusão na Ordem do Dia do Plenário do PL Nº 6.436, de 2016 que ""Altera a Lei 6.194, de 19 de dezembro de 1974, que dispõe sobre Seguro Obrigatório de Danos Pessoais causados por veículos automotores de via Terrestre, ou por sua carga, a pessoas transportadas ou não. """;2017-04-04
2128150;Requerimento de Inclusão na Ordem do Dia;"Requer a inclusão na Ordem do Dia do Plenário do PL Nº 1.952, de 2015 que ""Altera art. 6º da Lei nº 10.826, de 22 de dezembro de 2003 que, dispõe sobre registro, posse e comercialização de armas de fogo e munição, sobre o Sistema Nacional de Armas - Sinarm, define crimes e dá outras providências. """;2017-04-04
2128152;Requerimento de Inclusão na Ordem do Dia;"Requer a inclusão na Ordem do Dia do Plenário do PL Nº 627/2015 que ""Dispõe sobre o registro audiovisual em veículos de transporte coletivo urbano e regional metropolitano. """;2017-04-04
2128154;Projeto de Lei;Insere um parágrafo único no art. 3º da Lei nº 11.671, de 8 de maio de 2008, para discriminar situações ensejadoras de transferência de presos para estabelecimentos penais federais de segurança máxima.;2017-04-04
